Eviction ID,Address,City,State,Eviction Notice Source Zipcode,Year,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Supervisor District,Neighborhoods - Analysis Boundaries,Longitude,Latitude
M190820,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M190865,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M191093,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M191445,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M191604,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M192160,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M190612,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M190215,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M190204,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M190609,0 Block Of Chumasero  Drive,San Francisco,CA,94132,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,-122.4728759,37.71331778
M170981,3800 Block Of Fulton  Street,San Francisco,CA,94118,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728666,37.77314335
M120322,400 Block Of 14th  Avenue,San Francisco,CA,94118,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728453,37.77966425
M150541,400 Block Of 14th  Avenue,San Francisco,CA,94118,2015,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728453,37.77966425
M150542,400 Block Of 14th  Avenue,San Francisco,CA,94118,2015,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728453,37.77966425
M162027,400 Block Of 14th  Avenue,San Francisco,CA,94118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728453,37.77966425
M180251,400 Block Of 14th  Avenue,San Francisco,CA,94118,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728453,37.77966425
M180511,400 Block Of 14th  Avenue,San Francisco,CA,94118,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4728453,37.77966425
M162332,1300 Block Of 15th  Avenue,San Francisco,CA,94122,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4727937,37.76281842
M161853,1300 Block Of 15th  Avenue,San Francisco,CA,94122,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4727937,37.76281842
M120891,0 Block Of Arden Wood  Way,San Francisco,CA,94132,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4727158,37.73526815
M120947,0 Block Of Arden Wood  Way,San Francisco,CA,94132,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4727158,37.73526815
M121109,0 Block Of Arden Wood  Way,San Francisco,CA,94132,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4727158,37.73526815
M141968,0 Block Of Ardenwood  Way,San Francisco,CA,94132,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4727158,37.73526815
M171088,600 Block Of 14th  Avenue,San Francisco,CA,94118,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4725722,37.77590841
M172126,600 Block Of 14th  Avenue,San Francisco,CA,94118,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4725722,37.77590841
M181112,600 Block Of 14th  Avenue,San Francisco,CA,94118,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4725722,37.77590841
M190773,600 Block Of 14th  Avenue,San Francisco,CA,94118,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.4725722,37.77590841
M111674,700 Block Of 14th  Avenue,San Francisco,CA,94118,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.472435,37.77404362
M111842,700 Block Of 14th  Avenue,San Francisco,CA,94118,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.472435,37.77404362
M120892,700 Block Of 14th  Avenue,San Francisco,CA,94118,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.472435,37.77404362
M120405,700 Block Of 14th  Avenue,San Francisco,CA,94118,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,-122.472435,37.77404362
M150822,700 Block Of Junipero Serra  Boulevard,San Francisco,CA,94127,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.472362,37.72422586
M141944,2500 Block Of 16th  Avenue,San Francisco,CA,94116,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4723559,37.74039564
M130902,2500 Block Of 16th  Avenue,San Francisco,CA,94116,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4722178,37.7404018
M170791,1800 Block Of 15th  Avenue,San Francisco,CA,94122,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4721307,37.75339072
M111822,900 Block Of Judah  Street,San Francisco,CA,94122,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,Inner Sunset,-122.472104,37.76201128
M111947,900 Block Of Judah  Street,San Francisco,CA,94122,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.472104,37.76201128
M111569,900 Block Of Judah  Street,San Francisco,CA,94122,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,Inner Sunset,-122.472104,37.76201128
M132060,2200 Block Of Cecilia  Avenue,San Francisco,CA,94116,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4721005,37.74601269
M140003,2200 Block Of Cecilia  Avenue,San Francisco,CA,94116,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4721005,37.74601269
M161576,900 Block Of Judah  Street,San Francisco,CA,94122,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4720911,37.76181931
M190672,1900 Block Of 15th  Avenue,San Francisco,CA,94116,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Inner Sunset,-122.4720114,37.75163002
M150332,1800 Block Of 15th  Avenue,San Francisco,CA,94122,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4719926,37.75339643
M153168,200 Block Of Funston  Avenue,San Francisco,CA,94118,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4719144,37.78353943
M161647,200 Block Of Funston  Avenue,San Francisco,CA,94118,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4719144,37.78353943
M152750,1500 Block Of 15th  Avenue,San Francisco,CA,94122,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,Inner Sunset,-122.4718336,37.75858655
M112045,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,Inner Sunset,-122.4718028,37.76474175
M141560,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4718028,37.76474175
M160880,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4718028,37.76474175
M131578,200 Block Of Beverly  Street,San Francisco,CA,94132,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.471732,37.72063523
M180091,1300 Block Of 14th  Avenue,San Francisco,CA,94122,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4716718,37.76286772
M122275,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4716647,37.76474784
M130891,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4716647,37.76474784
M130889,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4716647,37.76474784
M130890,1200 Block Of 14th  Avenue,San Francisco,CA,94122,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4716647,37.76474784
M141079,1100 Block Of Lake  Street,San Francisco,CA,94118,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Inner Richmond,-122.4716543,37.78641519
M120816,1100 Block Of Lake  Street,San Francisco,CA,94118,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4716456,37.78630555
M130019,1100 Block Of Lake  Street,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4716456,37.78630555
M131368,0 Block Of Sheldon  Terrace,San Francisco,CA,94122,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4716155,37.75499414
M141315,0 Block Of Beverly  Street,San Francisco,CA,94132,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4715541,37.71699888
M170125,0 Block Of Beverly  Street,San Francisco,CA,94132,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4715541,37.71699888
M182897,900 Block Of Randolph  Street,San Francisco,CA,94132,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4715513,37.71493771
M182899,900 Block Of Randolph  Street,San Francisco,CA,94132,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4715513,37.71493771
M141288,5000 Block Of California  Street,San Francisco,CA,94118,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4715128,37.78444556
M170784,2300 Block Of 15th  Avenue,San Francisco,CA,94116,2017,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4714918,37.74417147
M172330,900 Block Of Randolph  Street,San Francisco,CA,94132,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4714187,37.71496882
M183116,2300 Block Of 15th  Avenue,San Francisco,CA,94116,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4713537,37.74417761
M183117,2300 Block Of 15th  Avenue,San Francisco,CA,94116,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4713537,37.74417761
M152875,0 Block Of Lunado  Way,San Francisco,CA,94127,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4713025,37.72266777
M151209,900 Block Of Garfield  Street,San Francisco,CA,94132,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4712026,37.71969814
M151918,4000 Block Of 19th  Avenue,San Francisco,CA,94132,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4711933,37.71563639
M152227,4000 Block Of 19th  Avenue,San Francisco,CA,94132,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4711933,37.71563639
M152824,100 Block Of 12th  Avenue,San Francisco,CA,94118,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4711171,37.78545275
M152825,100 Block Of 12th  Avenue,San Francisco,CA,94118,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4711171,37.78545275
M152094,100 Block Of 12th  Avenue,San Francisco,CA,94118,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4711171,37.78545275
M172903,100 Block Of 12th  Avenue,San Francisco,CA,94118,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4711171,37.78545275
M110960,2600 Block Of 15th  Avenue,San Francisco,CA,94127,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4710976,37.73857896
M141004,2000 Block Of 14th  Avenue,San Francisco,CA,94116,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4708837,37.74987529
M140508,2000 Block Of 14th  Avenue,San Francisco,CA,94116,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Inner Sunset,-122.4708837,37.74987529
M150538,200 Block Of 12th  Avenue,San Francisco,CA,94118,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4708446,37.78359159
M151836,200 Block Of 12th  Avenue,San Francisco,CA,94118,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4708446,37.78359159
M180157,200 Block Of 12th  Avenue,San Francisco,CA,94118,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4708446,37.78359159
M152635,400 Block Of Taraval  Street,San Francisco,CA,94116,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4707997,37.74331941
M190943,1200 Block Of Funston  Avenue,San Francisco,CA,94122,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4707303,37.76479098
M130915,300 Block Of 12th  Avenue,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4707123,37.78169079
M190652,400 Block Of 12th  Avenue,San Francisco,CA,94118,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4707113,37.77975861
M140542,300 Block Of Monticello  Street,San Francisco,CA,94132,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4706964,37.72064236
M190720,100 Block Of Monticello  Street,San Francisco,CA,94132,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4706542,37.71698593
M160066,1900 Block Of 14th  Avenue,San Francisco,CA,94118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4706463,37.75179484
M130928,1000 Block Of Lake  Street,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4705751,37.78635736
M130232,400 Block Of 12th  Avenue,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M141851,400 Block Of 12th  Avenue,San Francisco,CA,94118,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M142393,400 Block Of 12th  Avenue,San Francisco,CA,94118,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M142314,400 Block Of 12th  Avenue,San Francisco,CA,94118,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M142392,400 Block Of 12th  Avenue,San Francisco,CA,94118,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M152587,400 Block Of 12th  Avenue,San Francisco,CA,94118,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M173102,400 Block Of 12th  Avenue,San Francisco,CA,94118,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M172264,400 Block Of 12th  Avenue,San Francisco,CA,94118,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Inner Richmond,-122.4705731,37.77976536
M142467,0 Block Of Chester  Avenue,San Francisco,CA,94132,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4705369,37.71462233
M152104,200 Block Of Chester  Avenue,San Francisco,CA,94132,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Oceanview/Merced/Ingleside,-122.4704995,37.71141572
M171772,2200 Block Of 14th  Avenue,San Francisco,CA,94116,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.470499,37.74608716
M120893,1300 Block Of Funston  Avenue,San Francisco,CA,94122,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4704609,37.76292094
M190467,1300 Block Of Funston  Avenue,San Francisco,CA,94122,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Inner Sunset,-122.4704609,37.76292094
M190466,1300 Block Of Funston  Avenue,San Francisco,CA,94122,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Inner Sunset,-122.4704609,37.76292094
M131700,4900 Block Of California  Street,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4704486,37.78460347
M151410,4900 Block Of California  Street,San Francisco,CA,94118,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4704486,37.78460347
M152344,600 Block Of 12th  Avenue,San Francisco,CA,94118,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4704345,37.77600587
M160878,600 Block Of 12th  Avenue,San Francisco,CA,94118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4704345,37.77600587
M130896,2300 Block Of 14th  Avenue,San Francisco,CA,94116,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4703692,37.74422105
M150202,2300 Block Of 14th  Avenue,San Francisco,CA,94116,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,West of Twin Peaks,-122.4703692,37.74422105
M181517,1500 Block Of Funston  Avenue,San Francisco,CA,94122,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4703081,37.75875184
M120110,1000 Block Of Clement  Street,San Francisco,CA,94118,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.470304,37.78262232
M130284,800 Block Of Shields  Street,San Francisco,CA,94132,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4702859,37.71794009
M151497,800 Block Of Sargent  Street,San Francisco,CA,94132,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,Oceanview/Merced/Ingleside,-122.4702663,37.71614605
M130429,1600 Block Of Funston  Avenue,San Francisco,CA,94122,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4701094,37.75789198
M140986,1100 Block Of Irving  Street,San Francisco,CA,94131,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.4700623,37.76392721
M150618,100 Block Of 11th  Avenue,San Francisco,CA,94118,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Inner Richmond,-122.4700449,37.78550179
M150619,100 Block Of 11th  Avenue,San Francisco,CA,94118,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Inner Richmond,-122.4700449,37.78550179
M122125,1600 Block Of Funston  Avenue,San Francisco,CA,94122,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4700441,37.75695871
M191049,600 Block Of Noriega  Street,San Francisco,CA,94122,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.469996,37.75531595
M132075,300 Block Of Byxbee  Street,San Francisco,CA,94132,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.4699337,37.7206473
M111948,200 Block Of 11th  Avenue,San Francisco,CA,94118,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.469908,37.78363413
M121577,200 Block Of 11th  Avenue,San Francisco,CA,94118,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.469908,37.78363413
M121586,200 Block Of 11th  Avenue,San Francisco,CA,94118,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.469908,37.78363413
M132032,200 Block Of 11th  Avenue,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.469908,37.78363413
M131696,200 Block Of 11th  Avenue,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.469908,37.78363413
M180218,200 Block Of 11th  Avenue,San Francisco,CA,94122,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.469908,37.78363413
M121498,300 Block Of 11th  Avenue,San Francisco,CA,94118,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4697676,37.7817321
M121242,300 Block Of 11th  Avenue,San Francisco,CA,94118,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4697676,37.7817321
M132398,300 Block Of 11th  Avenue,San Francisco,CA,94118,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4697676,37.7817321
M161065,300 Block Of 11th  Avenue,San Francisco,CA,94118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4697676,37.7817321
M162770,1000 Block Of Cabrillo  Street,San Francisco,CA,94118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4697584,37.77504612
M163654,0 Block Of Byxbee  Street,San Francisco,CA,94132,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,Oceanview/Merced/Ingleside,-122.469739,37.71518807
M110959,600 Block Of Lawton  Street,San Francisco,CA,94122,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Inner Sunset,-122.4696638,37.75822565
M121969,1200 Block Of 12th  Avenue,San Francisco,CA,94122,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,-122.469657,37.76483627
M180510,400 Block Of 11th  Avenue,San Francisco,CA,94118,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.46963,37.77980591
M111847,300 Block Of 11th  Avenue,San Francisco,CA,94118,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Inner Richmond,-122.4696294,37.78173854
M111843,300 Block Of 11th  Avenue,San Francisco,CA,94118,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4696294,37.78173854
M131798,300 Block Of 11th  Avenue,San Francisco,CA,94118,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Inner Richmond,-122.4696294,37.78173854
M142652,300 Block Of 11th  Avenue,San Francisco,CA,94118,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,-122.4696294,37.78173854
M142651,300 Block Of 11th  Avenue,San Francisco,CA,94118,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Inner Richmond,-122.4696294,37.78173854
M122292,600 Block Of Moraga  Street,San Francisco,CA,94122,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Inner Sunset,-122.4695421,37.75646922
M122293,600 Block Of Moraga  Street,San Francisco,CA,94122,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Inner Sunset,-122.4695421,37.75646922
